idChemicals,Pubchem_CID,CAS,Name,IUPAC_name,Odor_notes,Odor_tags,Odor_sources,OR_sources,Olfactory_Receptors
2733,5366352.0,28069-74-1,Acetaldehyde ethyl cis-3-hexenyl acetal,(Z)-1-(1-ethoxyethoxy)hex-3-ene,earthy;fruity;grassy;green;leafy;mushroom;musty;natural;radish;raw;vegetable;vegetative;violet,earthy;grassy;green;leafy;mushroom;musty;natural;radish-like with a fruity note;raw;vegetableviolet;vegetative;violet,TGSC;FlavorBase10;SigmaAldrich,,
2734,16204532.0,28217-92-7,(Cyclohexylmethyl)pyrazine,2-(cyclohexylmethyl)pyrazine,cocoa;earthy;green;musty;nutty,cocoa;green;musty;nutty;somewhat earthy-musty,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2735,6438195.0,106155-02-6,28219-60-5,"(E)-2-methyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)but-2-en-1-ol",creamy;milky;musk;sandalwood;waxy;woody,creamy;milky;musk;sandalwood;waxy;woody,TGSC,,
2736,6438196.0,106185-75-5,Sandacanol,"(E)-2-ethyl-4-(2,2,3-trimethylcyclopent-3-en-1-yl)but-2-en-1-ol",oily;sandalwood;waxy;woody,oily;sandalwood;waxy;woody,TGSC,,
2737,101306697.0,28296-85-7,Acorenol,"2-[(1R,4R,5S)-1,8-dimethylspiro[4.5]dec-8-en-4-yl]propan-2-ol",floral;fruity;powdery;ripe;sweet,floral;fruity;powdery;ripe;sweet,TGSC,,
2738,35960.0,31872-14-7,28343-22-8,"4-ethenyl-2,6-dimethoxyphenol",animal;leathery;phenolic;smoky;spicy,animal;leathery;phenolic;smoky;spicy,TGSC;FlavorBase10;OdorRactor,,
2739,6438191.0,28371-99-5,28371-99-5,"1-[(2Z,5Z,9Z)-2,6,10-trimethylcyclododeca-2,5,9-trien-1-yl]ethanone",amber;musk;tobacco;vetiver;woody,amber;musk;tobacco;vetiver;woody,TGSC,,
2740,12648890.0,28462-85-3,"1,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-ol","1,2,3,3-tetramethylbicyclo[2.2.1]heptan-2-ol",green;moss;vegetable,green;mossy;vegetable,TGSC,,
2741,97782.0,28467-92-7,2-benzylidenebutanal,2-benzylidenebutanal,capers;herbaceous;oily;spicy;warm,herbaceous odor;oily-spicy;reminiscent of capers;spicy;warm,TGSC;FlavorBase10,,
2742,642117.0,28588-73-0,28588-73-0,"3-[(2,5-dimethylfuran-3-yl)disulfanyl]-2,5-dimethylfuran",cooked;meat;meaty;roasted,meaty;roasted-meat aroma and a cooked-meat taste,TGSC;FlavorBase10;OdorRactor,,
2743,34286.0,28588-74-1,2-Methyl-3-furanthiol,2-methylfuran-3-thiol,bee;beefy;broth;buttery;chicken;coconut;coffee;fishy;meat;meaty;metallic;roasted;sulfurous;sweet,beefy;buttery;chicken;coconut;coffee;fishy;meaty;metallic;odor and taste of roasted meat;sulfurous;sweet beef broth,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
2744,24832089.0,28588-76-3,28588-76-3,2-methyl-3-[(2-methylfuran-3-yl)tetrasulfanyl]furan,bee;braised;meaty;sulfurous,braised beef taste and aroma;meaty;sulfurous,TGSC;FlavorBase10,,
2745,99611.0,28631-86-9,1075-06-5,"2,2-dihydroxy-1-phenylethanone",aromatic;earthy;fatty;green;nutty;powdery;spicy;vegetable;vegetative,aromatic;earthypowdery;fatty;fatty-earthy-nutty;green;nutty;somewhat spicy;vegetable;vegetative,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2746,5355293.0,93635-21-3,Isoambrettolide,(10Z)-1-oxacycloheptadec-10-en-2-one,ambrette;fatty;floral;fruity;musk;seed;sweet;warm;wax;waxy,ambrette seed;fatty;floral;fruity;musk;sweet;warm;waxfatty;waxy,TGSC;FlavorBase10;OdorRactor,,
2747,62835.0,28664-35-9,28664-35-9,"4-hydroxy-2,3-dimethyl-2H-furan-5-one",brown;burnt;candy;caramel;caramellic;celery;chicken;coffee;cotton;earthy;green;maple;meaty;nutty;seedy;spice;sugar;sweet;tobacco;winey,brown;candy;caramellic;celery;chicken;coffee;cotton;earthy;green;maple;meaty;nutty;powerful caramel aroma;seedy;spice;sugar;sweet;sweet burnt taste;tobacco;winey,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,Mainland et al|https://doi.org/DOI: 10.1038/sdata.2015.2,OR8D1;
2748,120048.0,28787-36-2,Maltol acetate,(2-methyl-4-oxopyran-3-yl) acetate,berry;fruity;jammy;tropical,berry;fruity;jammy;tropical,TGSC;OdorRactor,,
2749,5282650.0,97961-66-5,2-Methyl-2-hexenoic acid,(E)-2-methylhex-2-enoic acid,cheese;cheesy;fruity,cheese;cheesy;fruity,TGSC;OdorRactor,,
2750,120101.0,28940-11-6,28940-11-6,"7-methyl-1,5-benzodioxepin-3-one",clean;fresh;green;marine;melon;ozone;phenolic;shellfish;water;watery,clean;fresh;green;marine;melon;ozone;phenolic;shellfish;watermelon;watery,TGSC;FlavorBase10;OdorRactor,,
2751,5317319.0,28973-97-9,cis-beta-Farnesene,"(6Z)-7,11-dimethyl-3-methylidenedodeca-1,6,10-triene",citrus;green;rose;woody,citrus;green;rose;woody,TGSC;Flavornet;OdoRactor;OdorRactor,,
2752,5362854.0,29414-56-0,"2,6-Dimethylocta-1,5,7-trien-3-ol","(5E)-2,6-dimethylocta-1,5,7-trien-3-ol",camphor;camphoraceous;camphoreous;citrus;lime;terpenic,camphor;camphoraceous;camphoreous;citrus;lime-like odor?;terpenic,TGSC;FlavorBase10;OdoRactor;OdorRactor,,
2753,119853.0,29021-37-2,2-Pinen-10-yl isobutyrate,"(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)methyl 2-methylpropanoate",fruity;pine;woody,fruity;pine;woody,TGSC;OdorRactor;,,
2754,5363118.0,40856-16-4,2-Nonenenitrile,(E)-non-2-enenitrile,fatty;green;orris,fatty;green;orris,TGSC,,
2755,62842.0,29171-20-8,"3,7-Dimethyloct-6-en-1-yn-3-ol","3,7-dimethyloct-6-en-1-yn-3-ol",ambrette;citrus;dry;elder;floral;flower;fresh;fruity;grape;muscat;musk;sweet;wax;waxy;woody,ambrettedry;dry;elder flower;floral;fresh floral-citrus;fruity odor (see comments;muscat grape;musk;sweet;wax;waxy;woody,TGSC;FlavorBase10;OdorRactor,,
2756,121790.0,29214-60-6,Ethyl 2-acetyloctanoate,ethyl 2-acetyloctanoate,celery;dihydrojasmone;floral;fruity;green;herbaceous;herbal;jasmin;wax;waxy;winey,celery;dihydrojasmone;floral jasmin;fruity;herbaceous & green;herbal;jasmin;wax;waxy;winey,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2757,122370.0,29414-47-9,Methylsulfanylmethanethiol,methylsulfanylmethanethiol,garlic;meaty;pungent;savory;sulfurous;sulfury,garlic;meaty;pungent;savory;sulfurous;sulfury,TGSC;FlavorBase10;AOD,Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,Or4e2;OR4E2;Or4k45;
2758,34590.0,29460-90-0,2-Isopropylpyrazine,2-propan-2-ylpyrazine,caramel;coffee;fruity;green;honey;minty;nutty,caramel fruity at 40 ppm;green;honey;minty;nutty;slight coffee taste,TGSC;FlavorBase10;OdorRactor,,
2759,34591.0,29460-92-2,2-ISOBUTYLPYRAZINE,2-(2-methylpropyl)pyrazine,fruity;green;vegetable,fruity;green;vegetable,TGSC,,
2760,12217499.0,29461-13-0,29461-13-0,"(3S,6S,9R)-2,2,8,8-tetramethyl-octahydro-1H-2,4a-methanonapthalen-10-one",patchouli;woody,patchouli;woody,TGSC,,
2761,94403.0,29548-30-9,Farnesyl acetate,"3,7,11-trimethyldodeca-2,6,10-trienyl acetate",floral;green;melon;rose,floral;green;green-floral rosy melon like odor;rose,TGSC;FlavorBase10;OdorRactor,,
2762,1714993.0,29587-89-1,(R)-5-Dodecanolide,(6R)-6-heptyloxan-2-one,apricot;fruity;lactonic;sweet,apricot;fruity;lactonic;sweet,TGSC,,
2763,34645.0,529-00-0,Isopulegone,5-methyl-2-prop-1-en-2-ylcyclohexan-1-one,bitter;fresh;green;herbaceous;herbal;minty;peppermint;woody,fresh;herbaceous;herbal;minty;minty bitter taste;minty-woody;peppermint;slight green odor,TGSC;FlavorBase10;OdorRactor,,
2764,23341028.0,29725-66-4,cis- and trans-L-Mercapto-p-menthan-3-one,5-methyl-2-propan-2-yl-5-sulfanylcyclohexan-1-one,citrus,citrus,TGSC,,
2765,5363876.0,27185-77-9,4-Oxo-beta-ionone,"2,4,4-trimethyl-3-[(E)-3-oxobut-1-enyl]cyclohex-2-en-1-one",woody,woody,TGSC,,
2766,520455.0,29811-50-5,Octyl 2-methylbutyrate,octyl 2-methylbutanoate,creamy;fatty;fruity;green;herbaceous;lactonic;musty;wax;waxy,fruity;fruity creamy taste;green;herbaceous odor;lactonic;musty;wax;waxy;waxy-fatty,TGSC;FlavorBase10;OdorRactor,,
2767,57357909.0,29837-12-5,29837-12-5,"pentacyclo[4.2.0.02,5.03,8.04,7]octa-1,3-diene",fruit;fruity;mango;spice;spicy;tropical,fruit;fruity;mango;spice;spicy;tropical,TGSC;Flavornet,,
2768,12309452.0,29873-99-2,WYM3TH44BC,"(1R,2R)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane",green;oily;woody,green;oily;woody,TGSC,,
2769,100197.0,57590-19-9,"3,3,6-Trimethylhepta-1,5-dien-4-ol","3,3,6-trimethylhepta-1,5-dien-4-ol",herbaceous;herbal,herbaceous;herbal,TGSC;Flavornet,,
2770,21895.0,29895-73-6,Phenylacetaldehyde glyceryl acetal,"(2-benzyl-1,3-dioxolan-4-yl)methanol",dried;floral;fruity;green;honey;hyacinth;lavender;leafy;petitgrain;powdery;rose;sweet;tea,dried;floral;green;green fruity taste;honey;hyacinth;lavender;leafy;petitgrain;powdery;rose;sweet;tea,TGSC;FlavorBase10;OdorRactor;SigmaAldrich;Flavorbase,,
2771,5355857.0,29896-45-5,29896-45-5,"1-[(E)-3,3-dimethoxyprop-1-enyl]-4-hexylbenzene",fatty;fresh;green;woody,fatty;fresh;green;woody,TGSC,,
2772,169110.0,29926-41-8,2-Acetyl-2-thiazoline,"1-(4,5-dihydro-1,3-thiazol-2-yl)ethanone",bready;chicken;chip;corn;grain;grassy;green;herbaceous;meat;nut;nutty;onion;popcorn;potato;roast;roasted;taco;toasted,bready;chicken;corn;corn chip;green onion;herbaceousgrassy;important to meat;nut;nutty;popcorn;potato;roast;roasted;taco;toasted;toasted grain,TGSC;FlavorBase10;SigmaAldrich,,
2773,6428990.0,29926-42-9,2-propionyl-2-thiazoline,"1-(4,5-dihydro-1,3-thiazol-2-yl)propan-1-one",bread;cooked;crust;meaty;nutty;popcorn;roasted,breadcrust;cooked;meaty;nutty;popcorn;roasted,TGSC;FlavorBase10;OdorRactor,,
2774,6432308.0,30021-74-0,"gamma-muurolene;(1R,4Ar,8aS)-1-Isopropyl-7- methyl-4- methylene- 1,2,3,4,4a,5,6,8a-octahydronaphthalene","(1R,4aR,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",herbaceous;herbal;spicy;woody,herbaceous;herbal;spicy;woody,TGSC,,
2775,5352876.0,38284-27-4,"3,5-Octadien-2-one","(3E,5E)-octa-3,5-dien-2-one",creamy;dairy;fatty;fresh;fruity;grassy;green;mushroom;nutty;tea;woody,creamy;dairy;fatty;fruity;grassy;green;mushroom;provides freshness to green tea;woody-nutty,TGSC;FlavorBase10;Flavornet,,
2776,100495.0,30100-15-3,Pentyl anthranilate,pentyl 2-aminobenzoate,berry;floral;fruity;grape;orchid;sweet,floral;grape;grape-like and fruity with floral berry notes;orchid;sweet,TGSC;FlavorBase10;OdorRactor,,
2777,6438291.0,30168-23-1,30168-23-1,"(4E)-4-(8-tricyclo[5.2.1.02,6]decanylidene)butanal",aldehydic;floral;muguet;sweet;waxy,aldehydic;floral;muguet;sweet;waxy,TGSC,,
2778,8184.0,143819-62-9,1-UNDECANOL,undecan-1-ol,citrus;cloth;floral;fresh;fruity;grape;green;laundered;lemon;lime;oily;rose;soapy;sweet;wax;waxy,citrus;cloth;floral;fresh;freshlaundered;grape;green;lemon;lime;oily-fruity;rose;soapy;sweet;wax;waxy,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or52e4;OR52E4
2779,121777.0,30310-41-9,30310-41-9,2-methyl-4-methylidene-6-phenyloxane,floral;geranium;green;herbaceous;herbal;leafy,floral;geranium;green;herbaceous;herbal;leafy,TGSC;OdorRactor,,
2780,5283329.0,38743-20-3,"(2E,4E)-Octa-2,4-dienal","(2E,4E)-octa-2,4-dienal",citrus;cucumber;fatty;fruity;green;melon;oily;pear;peely;seaweed;tallow;vegetable,citrus;cucumber;fatty;fatty and tallow;green;green-fruity;melon;oily;pear;pearpeely;seaweed;vegetable,TGSC;FlavorBase10;SigmaAldrich;Flavornet;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,Or2y15;OR2Y1;Or6a2;OR6A2
2781,121677.0,30364-38-6,"1,1,6-Trimethyl-1,2-dihydronaphthalene","1,1,6-trimethyl-2H-naphthalene",anisic;hydrocarbon;licorice;petrol;woody,anisic;licorice;petrol hydrocarbon note;woody,TGSC;FlavorBase10;Flavornet,,
2782,5702654.0,30390-50-2,trans-4-Decen-1-al,(E)-dec-4-enal,aldehydic;citrus;fatty;floral;flower;fresh;fruity;green;mandarin;orange;tangerine,aldehydic;citrus;citrus-orange-flower like odor;fatty;floral;fresh;fruity;green;mandarin;orange;tangerine,TGSC;FlavorBase10;OdoRactor;OdorRactor;Flavorbase,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1A1;;OR1A2;;Or6a2;OR6A2
2783,121694.0,30408-61-8,FEMA 4395,"4-ethyl-2,5-dimethyl-1,3-oxazole",burnt;green;hazelnut;nutty;roasted;vegetative,burnt;green;hazelnut;nutty;roasted;vegetative,TGSC;FlavorBase10;OdorRactor,,
2784,6365451.0,30418-89-4,30418-89-4,[(E)-non-2-enyl] acetate,carrot;citrus;earthy;fatty;fruity;green;melon;oily;rue;wax;waxy,carrot;citrus;earthy;fatty;fruity;green;oily;rue;wax;waxy;waxy-citrus-melon,TGSC;FlavorBase10;OdorRactor,,
2785,35349.0,30453-31-7,ETHYL PROPYL DISULFIDE,1-(ethyldisulfanyl)propane,alliaceous;fatty;gamey;garlic;green;onion;roasted;savory;sulfurous;vegetable;vegetative,alliaceous;gamey-fatty;garlic;green;onion;roasted savory;sulfurous;vegetable;vegetative,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2786,121719.0,16812-40-1,Pinocarvone,"6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptan-3-one",camphoraceous;minty,minty;powerful camphoraceous-minty odor,TGSC;FlavorBase10,,
2787,10867438.0,30557-76-7,SCHEMBL18101020,"(1R,5R,8R)-7,7-dimethyl-6-methylidenetricyclo[6.2.1.01,5]undecan-2-one",vetiver;woody,vetiver;woody,TGSC,,
2788,35408.0,30673-36-0,BUTYL DECANOATE,butyl decanoate,alcoholic;brandy;cognac;fruity;oily;sweet;whiskey;whisky,alcoholic;brandy;cognac;oily;slight fruity;sweet;whiskey;whisky,TGSC;FlavorBase10;Flavornet,,
2789,121738.0,30673-38-2,Isobutyl decanoate,2-methylpropyl decanoate,apricot;brandy;cognac;fatty;fermented;fruity;oily;sweet;whisky,apricot;brandy;cognac;fermented;oily;oily-fatty;slight fruity;sweet;whisky,TGSC;FlavorBase10;OdorRactor,,
2790,121739.0,30673-60-0,Propyl decanoate,propyl decanoate,fatty;fruit;fruity;green;oily;vegetable;wax;waxy;woody,fatty;fruit;fruity;green;oily;vegetable;wax;waxy;woody,TGSC;FlavorBase10;OdorRactor,,
2791,14297102.0,30689-75-9,6-Methyloctanal,6-methyloctanal,citrus;fatty;green;juicy;orange;sweet,citrus;fatty;green;juicy;orange;sweet,TGSC;FlavorBase10,,
2792,161676.0,91967-77-0,"Octahydro-4,7-methano-1H-indenecarbaldehyde","tricyclo[5.2.1.02,6]decane-3-carbaldehyde",aldehydic;fresh;green;melon,aldehydic;fresh;green;melon,TGSC;OdorRactor,,
2793,169211.0,30897-75-7,30897-75-7,"2-(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)acetaldehyde",fatty;linseed;oily;pine;woody,fatty;linseed;oily;pine;woody,TGSC;OdorRactor,,
2794,134944.0,30897-75-7,L-(-)-Cystine Dihydrochloride,2-amino-3-[[(2R)-2-amino-2-carboxyethyl]disulfanyl]propanoic acid;dihydrochloride,odorless,odorless,TGSC,,
2795,95016.0,30954-98-4,Propyl anthranilate,propyl 2-aminobenzoate,blossom;cortex;floral;flower;grape;herbaceous;herbal;mandarin;orange;winey,cortex;cortexherbaceous;floral;grape;herbal;mandarin;orange-blossom;orangeflower;winey,TGSC;FlavorBase10,,
2796,6441535.0,72928-53-1,Digeranyl ether,"(2E)-1-[(2E)-3,7-dimethylocta-2,6-dienoxy]-3,7-dimethylocta-2,6-diene",balsamic;clean;floral,balsamic;clean;floral,TGSC;FlavorBase10,,
2797,5325912.0,31323-51-0,(5S)-5-propyloxolan-2-one,(5S)-5-propyloxolan-2-one,coconut;fatty;fruity;sweet,coconut;fatty;fruity;sweet,TGSC,,
2798,35785.0,31375-17-4,Nerone,1-(2-methyl-5-propan-2-ylcyclohex-2-en-1-yl)propan-1-one,agrestic;citrus;cortex;floral;green;herbaceous;herbal;leafy;natural;phenolic;woody,agrestic;citrus;cortex;floral;green;herbaceous;herbal;leafy;natural;phenolic;woody,TGSC;FlavorBase10;OdorRactor,,
2799,5366040.0,31416-78-1,Cyclohexyl crotonate,cyclohexyl (E)-but-2-enoate,floral;fruity;green;sweet;woody,floral;fruity;green;sweet;woody,TGSC;OdorRactor,,
2800,53425122.0,31499-70-4,1-(Ethyltrisulfanyl)propane,1-(ethyltrisulfanyl)propane,alliaceous;chive;garlic;green;onion;pungent;roasted;sulfurous,alliaceous;chive;garlic;green;onion;pungent;roasted;sulfurous,TGSC;FlavorBase10,,
2801,525358.0,31499-71-5,Methyl ethyl trisulfide,(methyltrisulfanyl)ethane,alliaceious;alliaceous;garlic;green;onion;roasted;sulfurous,alliaceous;garlic;garlic green alliaceious.sulfurous roasted no;green;onion,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2802,35821.0,31499-72-6,Dihydro-alpha-ionone,"4-(2,6,6-trimethylcyclohex-2-en-1-yl)butan-2-one",berry;earthy;floral;fruity;herbaceous;herbal;orris;powdery;raspberry;violet;warm;woody,berryfruity;earthy;fruity;herbaceous;herbal;orris;powdery;raspberry;raspberry-like floral notes;violet;warm;woody,TGSC;FlavorBase10;OdorRactor,,
2803,5352543.0,31501-11-8,cis-3-Hexenyl hexanoate,[(Z)-hex-3-enyl] hexanoate,apple;balsamic;fatty;fruit;fruity;grassy;green;pear;pineapple;prune;pulpy;tropical;vegetable;wax;waxy;winey,apple;fatty;fruit;fruity;grassy;green;green-fruity waxy pulpy tropical taste;pear;pineapple;pineapplebalsamic;prune;tropical;vegetable;wax;waxy;winey,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
2804,5364941.0,820-25-7,trans-2-Nonen-1-ol,(E)-non-2-en-1-ol,chicken;fat;fatty;green;lard;melon;violet;waxy,fatty;green;melon;violet;waxy;with chicken fat and lard notes,TGSC;FlavorBase10,,
2805,6429308.0,255391-65-2,4-mercapto-4-methyl-2-pentanol,4-methyl-4-sulfanylpentan-2-ol,black;citrus;currant;floral;grapefruit;lemon;sulfury,black currant;citrus in dilution;floral;grapefruit;lemon;sulfury,TGSC;FlavorBase10;Flavornet;Odorc,,
2806,169321.0,36097-34-4,Isooctyl acetate,6-methylheptyl acetate,estery;fruity;sweet,estery;fruity;sweet,TGSC;OdorRactor,,
2807,3578033.0,31704-80-0,31704-80-0,3-(5-methylfuran-2-yl)butanal,cucumber;cyclamen;fatty;floral;fruity;green;melon;vegetable;water,cucumber;cyclamen;fatty;floral;fruity;green;green-watermelon-cucumber;vegetable,TGSC;FlavorBase10;OdorRactor;SigmaAldrich,,
2808,40380.0,31883-01-9,5-Ethyl-4-methylthiazole,"5-ethyl-4-methyl-1,3-thiazole",earthy;fleshy;green;hazelnut;nutty;raw;vegetable,earthy;fleshy;green;green vegetables;raw hazelnut odor & nutty,TGSC;FlavorBase10;OdoRactor,,
2809,91604.0,31906-04-4,Lyral,4-(4-hydroxy-4-methylpentyl)cyclohex-3-ene-1-carbaldehyde,aldehydic;cyclamen;floral;muguet;rhubarb;woody,aldehydic;cyclamen;floral;muguet;rhubarb;woody,TGSC;FlavorBase10;AOD;OdoRactor;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Mainland et al|https://doi.org/DOI: 10.1038/sdata.2015.2;ODORactor|https://doi.org/10.1093/bioinformatics/btr385;OdorDB|https://senselab.med.yale.edu/odordb/;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547;Von der Weid et al|https://doi.org/doi:10.1038/nn.4100,OR10J5;;OR1D2;;OR1G1;;OR52D1;;OR5K1;;Or10j5;OR10J5;Or1ad1;;Or2aj6;OR2AJ1;Or2b4;;Or2c1;OR2C1;Or2l5;OR2L2;Or2w4;;Or2y15;OR2Y1;Or51af1;;Or52ab4;;Or52i2;OR52I1;Or55b4;;Or5ar1;OR5AR1;Or6a2;OR6A2;Or8b57;;Or9a2;OR9A2
2810,1551245.0,31983-27-4,31983-27-4,"(2Z)-3,7-dimethylocta-2,6-dienenitrile",aldehydic;citral;citrus;lemon;metallic,aldehydic;citral;citrus;lemon;metallic,TGSC;OdorRactor;,ODORactor|https://doi.org/10.1093/bioinformatics/btr385,OR52D1;
2811,105755.0,67843-79-2,"Bicyclo[7.2.0]undec-3-en-5-ol, 4,11,11-trimethyl-8-methylene-, acetate","(4,11,11-trimethyl-8-methylidene-5-bicyclo[7.2.0]undec-3-enyl) acetate",amber;cedar;fresh;fruity;sharp;spicy;woody,cedar;fresh;sharp;spicy;woody;woody-cedar-amber with slight fruity characte,TGSC;FlavorBase10;OdorRactor,,
2812,6950479.0,32231-50-8,(R)-2-Methylbutanoic acid,(2R)-2-methylbutanoic acid,cheesy;sweaty,cheesy;sweaty,TGSC,,
2813,520567.0,32263-00-6,"5-(sec-Butyl)-2,3-dimethylpyrazine","5-butan-2-yl-2,3-dimethylpyrazine",burnt;marine;nutty;roasted,burnt;marine;nutty;roasted,TGSC;SigmaAldrich,,
2814,122594.0,32350-16-6,"3,5-Dimethyl-2-propylpyrazine","3,5-dimethyl-2-propylpyrazine",burnt;hazelnut;nutty,burnt;hazelnut;nutty,TGSC,,
2815,92283.0,6814-06-8,"D-Glucurono-3,6-lactone","(2R)-2-[(2S,3R,4S)-3,4-dihydroxy-5-oxooxolan-2-yl]-2-hydroxyacetaldehyde",mentholic,mentholic,TGSC,,
2816,6504440.0,53585-11-8,4-(4-Methyl-3-cyclohexen-1-ylidene)pentanal,(4E)-4-(4-methylcyclohex-3-en-1-ylidene)pentanal,floral;lily;valley,floral;lily of the valley,TGSC,,
2817,5317247.0,32659-21-5,Ethyl geranate,"ethyl (2E)-3,7-dimethylocta-2,6-dienoate",fruity;green;rose;woody,fruity;green;rose;woody,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2818,61914.0,32665-23-9,Isopropyl isovalerate,propan-2-yl 3-methylbutanoate,apple;berry;cheesy;ethereal;fruity;pineapple;winey,apple;apple-pineapple-berry;cheesy odor and taste;ethereal-fruity;fruity;pineapple;winey,TGSC;FlavorBase10;OdorRactor,,
2819,56841839.0,32669-00-4,"Ethanone, 1-(3-cycloocten-1-yl)-",1-[(3Z)-cyclooct-3-en-1-yl]ethanone,aldehydic;aromatic;herbal;natural;thujonic;woody,aldehydic;aromatic;herbal;natural;woodythujonic,TGSC,,
2820,36224.0,32736-90-6,2-ETHYL-6-VINYLPYRAZINE,2-ethenyl-6-ethylpyrazine,baked;buttery;potato,baked;buttery;potato,TGSC,,
2821,36225.0,32736-91-7,"2,5-DIETHYL-3-METHYLPYRAZINE","2,5-diethyl-3-methylpyrazine",burnt;cocoa;hazelnut;meaty;nutty;roasted;toasted,cocoa;hazelnut;meaty;meatynutty;roasted;slightly burnt odor/taste;toasted,TGSC;FlavorBase10;OdorRactor,,
2822,122941.0,32737-14-7,2-Ethoxy-3-methylpyrazine,2-ethoxy-3-methylpyrazine,almond;cocoa;earthy;hazelnut;nutty;peanut;pineapple;roasted,almond;cocoa;earthy;hazelnut;nutty & hazelnuts;peanuts;pineapple;roasted,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
2823,122943.0,32741-11-0,2-tert-Butylpyrazine,2-tert-butylpyrazine,bellpepper;green;minty;nutty;roasted;vegetable,bellpepper;green;minty;nutty;roasted;vegetable,TGSC,,
2824,61917.0,3944-76-1,"2,3-Dimethylpentanal","2,3-dimethylpentanal",ethereal;green,ethereal;green,TGSC,,
2825,6438319.0,75253-68-8,32764-98-0,6-[(E)-pent-3-enyl]oxan-2-one,apricot;coconut;floral;fruity;jasmin;oily;peach;petal;tuberose,apricot;coconut;floral;floral (petal-like) with apricot-peach notes;fruity;jasmin;oily;peach;tuberose,TGSC;FlavorBase10;OdorRactor,,
2826,122558.0,32803-39-7,"4,9-Decadienal, 2,5,9-trimethyl-","2,5,9-trimethyldeca-4,9-dienal",aldehydic;animal;citrus;floral;fruity;powdery;sweet;wax;waxy,aldehydic;animal;citrus;floral;fruity;powdery;sweet;wax;waxy,TGSC;OdorRactor,,
2827,5368103.0,32951-19-2,"1-Butene, 1-(methylthio)-, (E)-",(E)-1-methylsulfanylbut-1-ene,alliaceous;alliacious;garlic;onion;savory;sulfurous,alliaceous;alliacious;garlic;onion;savory;sulfurous,TGSC;FlavorBase10;Flavorbase,,
2828,61918.0,32974-92-8,2-Acetyl-3-ethylpyrazine,1-(3-ethylpyrazin-2-yl)ethanone,chip;corn;earthy;green;hazelnut;meaty;nutty;oily;popcorn;potato,corn;earthy;green;hazelnut;meaty notes;nutty;oily;popcorn;potato chip,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
2829,5363231.0,1004754-77-1,7-METHYL-3-OCTEN-2-ONE,(E)-7-methyloct-3-en-2-one,creamy;earthy;fatty;floral;french;fries;fruity;green;lactonic;meaty;nutty;oily,creamy;earthy;fatty;floral;french fries;fruity;green;lactonic;meaty;nutty;oily,TGSC;FlavorBase10;OdorRactor;Flavorbase,,
2830,6971248.0,33204-48-7,(R)-2-methylbutyraldehyde,(2R)-2-methylbutanal,burnt;cocoa;coffee,burnt;cocoa;coffee,TGSC,,
2831,61982.0,33281-91-3,p-Mentha-8-thiol-3-one,5-methyl-2-(2-sulfanylpropan-2-yl)cyclohexan-1-one,berry;black;buchu;currant;dull;fruit;fruity;grape;green;herbaceous;minty;natural;onion;passion;peach;raspberry;rubbery;sulfurous;tropical,berry;buchu;dull fruity black currant flavor;fruit;fruity;grape;green;herbaceous;minty;natural;naturalpassion;onion;peach;raspberry;rubbery;sulfurous;tropical,TGSC;FlavorBase10;SigmaAldrich;OdoRactor;OdorRactor,,
2832,528712.0,33368-80-8,33368-80-8,1-(methyltrisulfanyl)prop-1-ene,garlic;onion;sulfurous,onion-garlic odor and taste;sulfurous,TGSC;FlavorBase10,,
2833,529761.0,33368-80-8,SCHEMBL6130005,1-(prop-2-enyldisulfanyl)prop-1-ene,alliaceous;sulfurous,alliaceous;sulfurous,TGSC,,
